id	lastname	firstname	faculty	institute	institution_long
FIS_104810	Wien	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_61070	Lange	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_104811	Bakir	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_85525	Wolff	Ingmar	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_100122	Steinmetz	Anke	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_105090	Busch	Chia-Jung	MED	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_107450	Bergelt	Corinna	MED	Institut für Medizinische Psychologie	Institut für Medizinische Psychologie
FIS_104899	Busch	NN	MED	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
FIS_98668	Inau	Esther Thea	MED	Institut für Community Medicine	Institut für Community Medicine / Abteilung Medizininformatik
FIS_105100	Zädow	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_81576	Ylikotila	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_105174	Barby	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_105175	Jonas	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_91778	Lücker	Petra	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_94563	Hay	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_103156	Kuntosch	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_80726	Hayek	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_80717	Antonenko	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_102972	Rau	Andrea	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
FIS_92496	König	Stefanie	MNF	Institut für Pharmazie	Institut für Pharmazie
FIS_49269	Holten	NN	PHIL	Institut für Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Kommunikationswissenschaft
FIS_76325	Thome-Soòs	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_59978	Leddig	Torsten	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_92199	Vass	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_105499	Lukas	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
FIS_86216	Mueller	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Physiologie und Biochemie der Tiere
FIS_64768	Karsunke	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_105589	Pietzner	NN	MED	Institut für Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_29895	Mainz	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_2452	Schmidt	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_85239	Garvert	Linda Christin	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_92217	Röper	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_105735	Hübner	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_105736	Krohn	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_105738	Wang	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_105740	Lesinski-Schiedat	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_105743	Paulsson	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_96701	Ben-Debba	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_105749	Appelt	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_85844	Schultz	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Stoffwechselbiochemie / Metabolomics
FIS_60298	Methling	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Stoffwechselbiochemie / Metabolomics
FIS_105798	Surabhi	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_105799	Stelling	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_105802	Siemens	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_104145	Weißelberg	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_105846	Lahme	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_94289	Eick	NN	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_100528	Pfeil	Johanna	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_83715	Rausch	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A / Diabetes & Ernährung
FIS_105895	Kühn	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_105896	Pietzner	NN	MED	Institut für Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_105949	Menz	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_106051	Klein	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_88713	Wecker	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_92491	Stein	Alexandra	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_94222	Kliche	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_74865	Daum	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_47084	Schwedhelm	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_93323	Negnal	NN	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
FIS_66258	Forkel	Hannes	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_76013	Perner	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_106426	Dattler	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Analytische Chemie und Umweltchemie
FIS_65283	Lässig	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_84014	Antileo	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_106436	Matczynska	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_86626	Dörfel	Dorothea	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_68839	Runge	Kristin	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Allgemeinmedizin
FIS_97872	Hofbauer	Lena	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_78482	Welle	NN	MNF	Institut für Botanik und Landschaftsökologie	Institut für Botanik und Landschaftsökologie / AG Pflanzenphysiologie
FIS_106604	Wu	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_71375	Boccardi	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_101364	Levin	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_106663	Temp	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_101363	Temp	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_106618	Teipel	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_105906	Hossain	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_99613	Bodnar	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_106867	Klein	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_117305	Heuser	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_106261	Klein	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_101268	Lüthje	NN	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_98222	Kilimann	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_71218	Würdemann	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
FIS_89805	Busch	Larissa Milena	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_32692	Heiden	Stefan	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische Biologie
FIS_107185	Hübner	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_107188	Wassilew	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_75713	Maletzki	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_93563	Wiesrecker	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_107331	Matzner	NN	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_107335	Lang	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_98657	Bartsch	Luise	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_77756	Hahnenkamp	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_30278	Städing	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_87005	Hesse	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_81828	Baumgarten	Mina Carolina	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_99339	Schäfer	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
FIS_107396	Naeem	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_107402	Mainka	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_91877	Potlitz	Felix	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_85790	Oergel	Tobias	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_45178	Rüger	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_84844	Kühnert	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Kieferorthopädie
FIS_89754	Eisenschenk	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_105706	Kozlik	Julia	MED	Wissenschaftlicher Vorstand	Wissenschaftlicher Vorstand
FIS_107579	Krüger	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_107586	Kindt	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_65396	Bandaru	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_100109	Lam	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie
FIS_78435	Napierkowski	Martin	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie
FIS_100110	Bäcker	Daniel	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie
FIS_90248	Eger	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische Biologie
FIS_45027	Schüttler	Anne	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_107713	Albers	NN	MED	Institut für Physiologie	Institut für Physiologie
FIS_107732	Shapiro	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_100086	Oeff	NN	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_98747	Zimmerer	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_87639	Janz	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_101103	Bödecker	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_98720	Perino	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_102068	Rakow	Anastasia	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_85241	Domsta	Vanessa	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies
FIS_47431	Spiegler	NN	MED	Institut für Humangenetik	Institut für Humangenetik
FIS_104601	Freund	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_97468	Roheger	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_96804	Riemann	Steffen	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_98827	Platen	Moritz	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_99659	Mohr	Wiebke	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_98825	Scharf	Annelie	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_98703	Mühlichen	Franka	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_81145	Heinicke	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_91782	Correia	Jevy	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_107857	Elvers	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_105919	Obid	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_82804	Pampuch	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Angewandte Zoologie und Naturschutz
FIS_82800	Zacharias	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Angewandte Zoologie und Naturschutz
FIS_105732	Lerche	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_108764	Hübner	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_82801	Schmeddes	NN	MNF	Zoologisches Institut und Museum	Zoologisches Institut und Museum / AG Angewandte Zoologie und Naturschutz
FIS_107497	Smiljanic	Marko	MNF	Institut für Botanik und Landschaftsökologie	Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik
FIS_73477	Bog	Manuela	MNF	Institut für Botanik und Landschaftsökologie	Institut für Botanik und Landschaftsökologie / AG Allgemeine und Spezielle Botanik
FIS_108367	Gabor	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Nanostruktur
FIS_106116	Enzenbach	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_108388	Damerow	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_93932	Oster	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_108501	Peltz	NN	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie
FIS_108413	Monsees	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_94999	Andörfer	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
FIS_108431	Brune	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_104212	Marlow	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_104697	Lorenz	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_90889	Kind	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_105405	Oelrich	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_105400	Nobis	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
FIS_102958	Geisenhainer	Katharina	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
FIS_46082	Freißler	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_98663	Bethmann	Jonas	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
FIS_94927	Aude	NN	MNF	Institut für Pharmazie	Institut für Pharmazie
FIS_84013	Weitschies	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies
FIS_73157	Gauckler	Charlotte	PHIL	Institut für Philosophie	Institut für Philosophie / LS für Philosophie mit dem Schwerpunkt Praktische Philosophie
FIS_108527	Tzvetkov	NN	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
FIS_94558	Römer	Sarah	MED	Institut für Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
FIS_108688	Lucchese	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_76355	Stern	Ulrike	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie
FIS_102942	Schuffert	Louisa	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinderchirurgie
FIS_97517	Nicolai	Susanne	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Nachhaltigkeitswissenschaft und Angewandte Geographie
FIS_32063	Stoll-Kleemann	Susanne	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Nachhaltigkeitswissenschaft und Angewandte Geographie
FIS_106024	Sudheer	Ritwick	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie
FIS_100191	Lampert	Fabio	PHIL	Institut für Philosophie	Institut für Philosophie / LS für Philosophie mit dem Schwerpunkt Theoretische Philosophie
FIS_80670	Gag	Konrad	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_109038	Mayerle	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_106308	Schnoeder	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_105082	Tubío	Nuria	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_102051	Huber	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_101527	Eifert	Theresa	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_102062	Hsu	Chen-Jen	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin C
FIS_108408	Kandler	NN	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie
FIS_109412	Abdurrahman	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_31810	Lahrberg	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_101020	Müller	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_99886	Peglau	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_100987	Hoffmann	NN	MED	Institut für Physiologie	Institut für Physiologie
FIS_93757	Kohse	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_86052	Papendorf	Jonas Johannes	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_98627	Wortha	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_83007	Wüsten	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_109747	Bössel	Nicole	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_90589	Zank	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_84487	von	Viola Lara	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_109209	Roider	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
