author_name	lastname	forename	person_ID	faculty	institution	institution_long
Naeem M	NN	NN	FIS_116470	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine
Meyer C	NN	NN	FIS_116473	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Staudt A	NN	NN	FIS_116472	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Baumann S	NN	NN	FIS_116474	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Rädke A	NN	NN	FIS_116558	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Platen M	NN	NN	FIS_116559	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Anne O	NN	NN	FIS_116570	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
Vogler K	NN	NN	FIS_122637	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnärztliche Prothetik, Alterszahnheilkunde und Medizinische Werkstoffkunde
Scholz C	Scholz	Carsten	FIS_116044	Universitätsmedizin Greifswald	Physiologie	Institut für Physiologie
Klein O	NN	NN	FIS_78481	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie
Franikowski P	NN	NN	FIS_92445	Mathematisch-Naturwissenschaftliche Fakultät	Psychologie	Institut für Psychologie / AG Differentielle und Persönlichkeitspsychologie/Psychologische Diagnostik
Stein L	Stein	Lennart	FIS_115264	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Nachhaltigkeitswissenschaft und Angewandte Geographie
Fichtner R	NN	NN	FIS_107471	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Nachhaltigkeitswissenschaft und Angewandte Geographie
Hirschfeld H	NN	NN	FIS_785	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Allgemeine Pädiatrie
Opolka M	Opolka	Michael	FIS_31661	Universitätsmedizin Greifswald	Anästhesie, Intensiv- und Notfallmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
Bogaczyk V	Bogaczyk	Victoria	FIS_102954	Universitätsmedizin Greifswald	Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
Gasch C	NN	NN	FIS_105390	Universitätsmedizin Greifswald	Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
Lemke E	NN	NN	FIS_90238	Universitätsmedizin Greifswald	Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
Israel N	NN	NN	FIS_116811	Universitätsmedizin Greifswald	FLI Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
Brzoska T	Brzoska	Tina	FIS_2310	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Ihler F	Ihler	Friedrich Johannes	FIS_115677	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Nicolai S	NN	NN	FIS_116893	Mathematisch-Naturwissenschaftliche Fakultät	Geo	Institut für Geographie und Geologie / AG Nachhaltigkeitswissenschaft und Angewandte Geographie
Ittermann T	NN	NN	FIS_116908	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Lutze P	NN	NN	FIS_115051	Universitätsmedizin Greifswald	Pathophysiologie	Institut für Pathophysiologie
Bülow R	NN	NN	FIS_116050	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
El Debuch K	El Debuch	Khalil	FIS_105269	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Wolff M	Wolff	Martina	FIS_116932	Universitätsmedizin Greifswald	Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
Hirschfeld C	Hirschfeld	Claudia	FIS_112793	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Schmeyers L	NN	NN	FIS_117313	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Drechsler C	Drechsler	Chiara-Aimee	FIS_111836	Universitätsmedizin Greifswald	Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
van de Sanden M	NN	NN	FIS_117353	Universitätsmedizin Greifswald	Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
Gütebier L	Gütebier	Lea Marie	FIS_108591	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung Medizininformatik
Henkel R	Henkel	Ron	FIS_92482	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung Medizininformatik
Kirchner K	Kirchner	Kevin	FIS_102967	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Schulze B	Schulze	Brian	FIS_89888	Mathematisch-Naturwissenschaftliche Fakultät	Zoologie	Zoologisches Institut und Museum / AG Tierökologie
Kragl A	NN	NN	FIS_82379	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Steen A	Steen	Alexander	FIS_111802	Mathematisch-Naturwissenschaftliche Fakultät	Mathematik und Informatik	Institut für Mathematik und Informatik / AG Junior-Professur Informatik
Pfeuffer N	Pfeuffer	Nils	FIS_80658	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Ultsch E	NN	NN	FIS_97028	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Hetke F	NN	NN	FIS_97027	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Fischer J	NN	NN	FIS_91835	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Hübner B	Hübner	Björn-Christian	FIS_89874	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
Smolinska A	NN	NN	FIS_64184	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Singer K	NN	NN	FIS_117709	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Harrer J	NN	NN	FIS_28498	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Wirkner A	NN	NN	FIS_109305	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
Hegge I	NN	NN	FIS_88834	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
Buchbender M	NN	NN	FIS_105293	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
Meyer C	NN	NN	FIS_117948	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Staudt A	NN	NN	FIS_117946	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Baumann S	NN	NN	FIS_117949	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Ittermann T	NN	NN	FIS_117947	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Sosna A	Sosna	Anette	FIS_115243	Philosophische Fakultät	Deutsche Philologie	Institut für Deutsche Philologie / LS für Didaktik der Deutschen Sprache und Literatur
Altindal R	Altindal	Reyhan	FIS_100986	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Spielmann M	NN	NN	FIS_118022	Universitätsmedizin Greifswald	Medizinische Psychologie	Institut für Medizinische Psychologie
Quang Trung Tran	Tran	Quang Trung	FIS_113524	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Thi Huyen Thuong Nguyen	NN	NN	FIS_84401	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für AVWL sowie Wachstum, Strukturwandel und Handel
Adler W	NN	NN	FIS_105297	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen
Giraldo Guzmán JA	Giraldo Guzman	Jader Alexander	FIS_115720	Universitätsmedizin Greifswald	Bioinformatik	Institut für Bioinformatik
Bläsing D	NN	NN	FIS_114518	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Kasbohm E	NN	NN	FIS_110250	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Dib M	NN	NN	FIS_118212	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Busch C	NN	NN	FIS_118214	Universitätsmedizin Greifswald	HNO	Klinik und Poliklinik für Hals-Nasen-Ohrenkrankheiten, Kopf- und Halschirurgie
Justian N	NN	NN	FIS_118213	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Burchardt M	NN	NN	FIS_118215	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Schuffert L	NN	NN	FIS_99453	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinderchirurgie
Çetin G	NN	NN	FIS_94294	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Studencka-Turski M	NN	NN	FIS_118240	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Cartaxo A	NN	NN	FIS_110240	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Lotze M	NN	NN	FIS_118246	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Boerkoel A	Boerkoel	Aletta	FIS_109731	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Hofbauer L	NN	NN	FIS_106472	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Rodriguez F	NN	NN	FIS_106473	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Platz T	NN	NN	FIS_117179	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Lotze M	NN	NN	FIS_118369	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Grothe M	NN	NN	FIS_118365	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Jochem K	NN	NN	FIS_84817	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Schlacke S	Schlacke	Sabine	FIS_109231	Rechts- und Staatswissenschaftliche Fakultät	Jura	Fachbereich Rechtswissenschaften / LS für Öffentliches Recht, insb. Verwaltungs- und Umweltrecht
Qasem F	Qasem	Frederick	FIS_111818	Rechts- und Staatswissenschaftliche Fakultät	Jura	Fachbereich Rechtswissenschaften / LS für Öffentliches Recht, insb. Verwaltungs- und Umweltrecht
Wentzien H	Wentzien	Helen	FIS_109287	Rechts- und Staatswissenschaftliche Fakultät	Jura	Fachbereich Rechtswissenschaften / LS für Öffentliches Recht, insb. Verwaltungs- und Umweltrecht
Thierjung E	Thierjung	Eva-Maria	FIS_109279	Rechts- und Staatswissenschaftliche Fakultät	Jura	Fachbereich Rechtswissenschaften / LS für Öffentliches Recht, insb. Verwaltungs- und Umweltrecht
Kasbohm E	NN	NN	FIS_79484	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
Beltz S	NN	NN	FIS_125116	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Litschko T	Litschko	Thomas	FIS_75500	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Emmert S	NN	NN	FIS_30660	Universitätsmedizin Greifswald	Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
Harreus U	NN	NN	FIS_118497	Universitätsmedizin Greifswald	Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde
Meyer C	NN	NN	FIS_118530	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin
Baumann S	NN	NN	FIS_118527	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Staudt A	NN	NN	FIS_118528	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Jana J	Jana	Jagannath	FIS_91384	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Vianney Y M	Vianney	Lie Yoanes Maria	FIS_93273	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Weisz K	NN	NN	FIS_119476	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Wietfeld A	Wietfeld	Anne	FIS_105864	Rechts- und Staatswissenschaftliche Fakultät	Jura	Fachbereich Rechtswissenschaften / LS für Bürgerliches Recht und Arbeitsrecht
Voß S	NN	NN	FIS_113979	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Frenzel S	NN	NN	FIS_118571	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Komaragiri Y	Komaragiri	Yesaswini	FIS_78878	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
Panhwar M	NN	NN	FIS_82385	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
Spiegler S	Spiegler	Stefanie	FIS_98706	Mathematisch-Naturwissenschaftliche Fakultät	Physik	Institut für Physik / AG Niedertemperaturplasmaphysik
Schmettau A	Schmettau	Alexander	FIS_78139	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Produktionswirtschaft
Social S	NN	NN	FIS_59702	Universitätsmedizin Greifswald	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
Tsvetkov D	NN	NN	FIS_114452	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik und Poliklinik für Innere Medizin D - Geriatrie
Robitzsch M	Robitzsch	Maximilian	FIS_107127	Philosophische Fakultät	Philosophie	Institut für Philosophie / LS für Philosophie mit dem Schwerpunkt Praktische Philosophie
Knorr M	NN	NN	FIS_105494	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Tischler L	Tischler	Luisa	FIS_98648	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
Mills R	NN	NN	FIS_105811	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Abdullah M	NN	NN	FIS_105791	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Paulikat A	NN	NN	FIS_113782	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Tolken L	NN	NN	FIS_113781	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Jachmann L	NN	NN	FIS_113802	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Burchhardt G	NN	NN	FIS_62583	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Voss F	NN	NN	FIS_105790	Mathematisch-Naturwissenschaftliche Fakultät	Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
Kühn A	Kühn	Annemarie Luise	FIS_109292	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Abdullah M	Abdullah	Mohammed	FIS_94548	Universitätsmedizin Greifswald	Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
Floß M	NN	NN	FIS_2106	Universitätsmedizin Greifswald	Unfallchirurgie	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
Nenadi? I	NN	NN	FIS_90780	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Brosch K	NN	NN	FIS_109854	Universitätsmedizin Greifswald	Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
Haid M	NN	NN	FIS_118916	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Paulista Markus M	NN	NN	FIS_118917	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
Lotze M	NN	NN	FIS_119065	Universitätsmedizin Greifswald	Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
Thoma P	NN	NN	FIS_119062	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Grothe M	NN	NN	FIS_119063	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Drämel N	NN	NN	FIS_119064	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Fleischmann R	NN	NN	FIS_119066	Universitätsmedizin Greifswald	Neurologie	Klinik und Poliklinik für Neurologie
Michalowsky B	NN	NN	FIS_114994	Universitätsmedizin Greifswald	Neurodegenerative Erkrankungen	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
Kohlmann T	NN	NN	FIS_114997	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
Falk S	NN	NN	FIS_112725	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Schreier PCF	NN	NN	FIS_119168	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Platz T	NN	NN	FIS_113680	Universitätsmedizin Greifswald	BDH-Klinik	BDH-Klinik
Süss R	Süss	Rebekka	FIS_107740	Rechts- und Staatswissenschaftliche Fakultät	Wiwi	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
Gödtke L	NN	NN	FIS_74813	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie
Reichstein A	NN	NN	FIS_119193	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie
Busch D	NN	NN	FIS_115072	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie
Karg B	NN	NN	FIS_119202	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Kröger N	NN	NN	FIS_119237	Universitätsmedizin Greifswald	Urologie	Klinik und Poliklinik für Urologie
Radke J	Radke	Josefine	FIS_109295	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Funke A	NN	NN	FIS_119201	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Schuller S	NN	NN	FIS_118490	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Drucker E	NN	NN	FIS_87397	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Dombrowski F	NN	NN	FIS_119388	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Link A	NN	NN	FIS_119467	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Biotechnologie & Enzymkatalyse
Tang Q	NN	NN	FIS_119466	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Mohr S	NN	NN	FIS_119472	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Jana J	NN	NN	FIS_119473	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Analytische Biochemie
Dutschei T	NN	NN	FIS_89964	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Biotechnologie & Enzymkatalyse
Brott S	Brott	Stefan	FIS_97506	Mathematisch-Naturwissenschaftliche Fakultät	Biochemie	Institut für Biochemie / AG Biotechnologie & Enzymkatalyse
Hilkmann M	Hilkmann	Maximilian	FIS_115208	Mathematisch-Naturwissenschaftliche Fakultät	Pharmazie	Institut für Pharmazie / AG Pharmazeutische Biotechnologie
Beidler I	Beidler	Irena	FIS_95330	Mathematisch-Naturwissenschaftliche Fakultät	Pharmazie	Institut für Pharmazie / AG Pharmazeutische Biotechnologie
Bartosik D	Bartosik	Daniel	FIS_117961	Mathematisch-Naturwissenschaftliche Fakultät	Pharmazie	Institut für Pharmazie / AG Pharmazeutische Biotechnologie
Bien-Moeller S	NN	NN	FIS_100928	Universitätsmedizin Greifswald	Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
Wolf R	NN	NN	FIS_107828	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Meyer U	NN	NN	FIS_78828	Universitätsmedizin Greifswald	Pharmakologie	Institut für Pharmakologie / Abt. Allgemeine Pharmakologie
Garscha U	Garscha	Ulrike	FIS_92494	Mathematisch-Naturwissenschaftliche Fakultät	Pharmazie	Institut für Pharmazie
Frederik K	NN	NN	FIS_79572	Universitätsmedizin Greifswald	Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
Singer S	NN	NN	FIS_110095	Universitätsmedizin Greifswald	Pathologie	Institut für Pathologie
Ispirjan M	NN	NN	FIS_98836	Mathematisch-Naturwissenschaftliche Fakultät	INP	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
Yoland-Marie Anistan	Anistan	Yoland Marie	FIS_101531	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik und Poliklinik für Innere Medizin D - Geriatrie
Yulia Komleva	Komleva	Yulia	FIS_116203	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik und Poliklinik für Innere Medizin D - Geriatrie
Al Abdulla R	Al Abdulla	Ruba	FIS_109310	Universitätsmedizin Greifswald	Mediz. Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
Klingel L	Klingel	Leah Bernadette	FIS_83610	Universitätsmedizin Greifswald	Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Allgemeine Pädiatrie
Selina Platte	NN	NN	FIS_119761	Universitätsmedizin Greifswald	Medizinische Psychologie	Institut für Medizinische Psychologie
Platte S	NN	NN	FIS_113827	Universitätsmedizin Greifswald	Medizinische Psychologie	Institut für Medizinische Psychologie
Tanneberger F	Tanneberger	Franziska	FIS_106004	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie
Resente G	NN	NN	FIS_91737	Mathematisch-Naturwissenschaftliche Fakultät	Botanik	Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik
Freyer Martins Pereira J	Freyer Martins Pereira	Julia	FIS_108592	Universitätsmedizin Greifswald	Community Medicine	Institut für Community Medicine / Abt. Allgemeinmedizin
Sendler M	NN	NN	FIS_120168	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
von Rheinbaben S	NN	NN	FIS_118030	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Frost F	NN	NN	FIS_120169	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Weiss F	NN	NN	FIS_120170	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Tran Q	NN	NN	FIS_120173	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Tran Q	NN	NN	FIS_120174	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Gischke M	NN	NN	FIS_120175	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Weiss F	NN	NN	FIS_120178	Universitätsmedizin Greifswald	Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
Lange I	Lange	Ina	FIS_70122	Universitätsmedizin Greifswald	Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
