;author_name;person_ID;inst_ID;institution_long;faculty_ID;faculty;lastname;forename;institution
23300;Röper J;92217;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
23302;Hübner C;105735;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
23304;Krohn M;105736;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
23312;Wang M;105738;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
23314;Lesinski-Schiedat A;105740;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
23317;Paulsson K;105743;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
23320;Ben-Debba L;96701;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
23322;Appelt B;105749;337;Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
23350;Schultz D;85844;226;Institut für Biochemie / AG Stoffwechselbiochemie / Metabolomics;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Biochemie
23351;Methling K;60298;226;Institut für Biochemie / AG Stoffwechselbiochemie / Metabolomics;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Biochemie
23353;Surabhi S;105798;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
23354;Stelling N;105799;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
23356;Siemens N;105802;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
23357;Weißelberg S;104145;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
23358;Lahme K;105846;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
23359;Eick C;94289;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
23375;Pfeil JM;100528;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;Pfeil;Johanna;Klinik und Poliklinik für Augenheilkunde
23383;Rausch J;83715;5;Zentrum für Innere Medizin / Klinik für Innere Medizin A / Diabetes & Ernährung;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
23385;Kühn J;105895;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Radiologie
23386;Pietzner M;105896;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
23388;Menz J;105949;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
23432;Klein O;106051;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23473;Wecker T;88713;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
23495;Stein A;92491;63;Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health;1;Universitätsmedizin Greifswald;Stein;Alexandra;Institut für Community Medicine
23498;Kliche M;94222;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
23508;Daum G;74865;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
23511;Schwedhelm E;47084;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
23517;Negnal J;93323;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
23560;Forkel H;66258;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;Forkel;Hannes;Zentrum für Innere Medizin
23566;Perner F;76013;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
23590;Dattler D;106426;229;Institut für Biochemie / AG Analytische Chemie und Umweltchemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Biochemie
23594;Lässig F;65283;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
23599;Antileo E;84014;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
23602;Matczynska E;106436;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
23605;Dörfel D;86626;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;Dörfel;Dorothea;Zentrum für Innere Medizin
23608;Runge K;68839;65;Institut für Community Medicine / Abt. Allgemeinmedizin;1;Universitätsmedizin Greifswald;Runge;Kristin;Institut für Community Medicine
23612;Hofbauer L;97872;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;Hofbauer;Lena;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
23626;Welle M;78482;255;Institut für Botanik und Landschaftsökologie / AG Pflanzenphysiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
23639;Wu C;106604;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
23645;Boccardi M;71375;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23650;Levin F;101364;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23655;Temp A;106663;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23661;Temp A;101363;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23667;Teipel S;106618;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23705;Hossain F;105906;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
23706;Bodnar J;99613;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
23707;Klein C;106867;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
23722;Heuser J;117305;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
23723;Klein A;106261;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
23740;Lüthje C;101268;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
23776;Kilimann I;98222;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23790;Würdemann T;71218;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
23800;Busch L;89805;66;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung;1;Universitätsmedizin Greifswald;Busch;Larissa Milena;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
23816;Heiden S;32692;234;Institut für Pharmazie / AG Pharmazeutische Biologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Heiden;Stefan;Institut für Pharmazie
23841;Hübner N;107185;38;Institut für Hygiene und Umweltmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Hygiene und Umweltmedizin
23856;Wassilew G;107188;22;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
23876;Maletzki L;75713;7;Zentrum für Innere Medizin / Klinik für Innere Medizin B;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
23882;Wiesrecker B;93563;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
23905;Matzner F;107331;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
23909;Lang G;107335;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
23923;Bartsch L;98657;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;Bartsch;Luise;Klinik und Poliklinik für Neurologie
23926;Hahnenkamp K;77756;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
23930;Städing D;30278;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
23932;Hesse T;87005;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
23934;Baumgarten M;81828;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;Baumgarten;Mina Carolina;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
23942;Schäfer S;99339;57;Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
23951;Naeem M;107396;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
23960;Mainka D;107402;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
23970;Potlitz F;91877;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Potlitz;Felix;Institut für Pharmazie
23971;Oergel T;85790;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Oergel;Tobias;Institut für Pharmazie
23975;Rüger N;45178;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
23977;Kühnert T;84844;26;Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Kieferorthopädie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
23981;Eisenschenk A;89754;2;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
23985;Kozlik J;105706;84;Wissenschaftlicher Vorstand;1;Universitätsmedizin Greifswald;Kozlik;Julia;Wissenschaftlicher Vorstand
23993;Krüger E;107579;21;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Kinder- und Jugendmedizin
24006;Kindt F;107586;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
24034;Bandaru V;65396;222;Institut für Biochemie / AG Bioanorganische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Biochemie
24037;Lam H;100109;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
24038;Napierkowski M;78435;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Napierkowski;Martin;Institut für Pharmazie
24039;Bäcker D;100110;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Bäcker;Daniel;Institut für Pharmazie
24041;Eger E;90248;234;Institut für Pharmazie / AG Pharmazeutische Biologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
24042;Schüttler A;45027;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Schüttler;Anne;Institut für Pharmazie
24046;Albers A;107713;43;Institut für Physiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Physiologie
24054;Shapiro M;107732;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
24057;Oeff M;100086;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
24065;Zimmerer A;98747;22;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
24066;Janz V;87639;22;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
24068;Bödecker N;101103;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24071;Perino G;98720;22;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
24072;Rakow A;102068;22;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie;1;Universitätsmedizin Greifswald;Rakow;Anastasia;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
24080;Domsta V;85241;232;Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies;2;Mathematisch-Naturwissenschaftliche Fakultät;Domsta;Vanessa;Institut für Pharmazie
24086;Spiegler S;47431;56;Institut für Humangenetik;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Humangenetik
24088;Freund E;104601;165;Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP);2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
24096;Roheger M;97468;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24099;Riemann S;96804;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;Riemann;Steffen;Klinik und Poliklinik für Neurologie
24107;Platen M;98827;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;Platen;Moritz;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
24111;Mohr W;99659;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;Mohr;Wiebke;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
24112;Scharf A;98825;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;Scharf;Annelie;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
24113;Mühlichen F;98703;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;Mühlichen;Franka;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
24127;Heinicke J;81145;222;Institut für Biochemie / AG Bioanorganische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Biochemie
24138;Correia J;91782;222;Institut für Biochemie / AG Bioanorganische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Correia;Jevy;Institut für Biochemie
24154;Elvers B;107857;222;Institut für Biochemie / AG Bioanorganische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Biochemie
24164;Obid P;105919;22;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
24202;Pampuch T;82804;248;Zoologisches Institut und Museum / AG Angewandte Zoologie und Naturschutz;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
24203;Zacharias M;82800;248;Zoologisches Institut und Museum / AG Angewandte Zoologie und Naturschutz;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
24206;Lerche N;105732;38;Institut für Hygiene und Umweltmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Hygiene und Umweltmedizin
24210;Hübner N;108764;38;Institut für Hygiene und Umweltmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Hygiene und Umweltmedizin
24218;Schmeddes J;82801;248;Zoologisches Institut und Museum / AG Angewandte Zoologie und Naturschutz;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
24219;Smiljanic M;107497;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;Smiljanic;Marko;Institut für Botanik und Landschaftsökologie
24230;Bog M;73477;253;Institut für Botanik und Landschaftsökologie / AG Allgemeine und Spezielle Botanik;2;Mathematisch-Naturwissenschaftliche Fakultät;Bog;Manuela;Institut für Botanik und Landschaftsökologie
24260;Gabor M;108367;363;Institut für Biochemie / AG Nanostruktur;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Biochemie
24276;Enzenbach C;106116;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
24277;Damerow S;108388;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
24285;Oster M;93932;32;Klinik und Poliklinik für Urologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Urologie
24298;Peltz M;108501;262;Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Geographie und Geologie
24301;Monsees J;108413;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
24304;Andörfer L;94999;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24320;Brune C;108431;63;Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
24324;Marlow N;104212;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
24326;Lorenz B;104697;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
24329;Kind AJH;90889;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
24333;Oelrich F;105405;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
24342;Nobis C;105400;24;Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
24357;Geisenhainer K;102958;24;Zentrum für Zahn-, Mund- und Kieferheilkunde / Klinik und Poliklinik für Mund-Kiefer-Gesichtschirurgie/Plastische Operationen;1;Universitätsmedizin Greifswald;Geisenhainer;Katharina;Zentrum für Zahn-, Mund- und Kieferheilkunde
24366;Freißler G;46082;14;Klinik und Poliklinik für Augenheilkunde;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Augenheilkunde
24392;Bethmann J;98663;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;Bethmann;Jonas;Institut für Pharmakologie
24396;Aude P;94927;157;Institut für Pharmazie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
24400;Weitschies W;84013;232;Institut für Pharmazie / AG Biopharmazie und Pharmazeutische Technologie AK Weitschies;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
24401;Gauckler C;73157;275;Institut für Philosophie / LS für Philosophie mit dem Schwerpunkt Praktische Philosophie;3;Philosophische Fakultät;Gauckler;Charlotte;Institut für Philosophie
24403;Tzvetkov MV;108527;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
24410;Römer S;94558;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;Römer;Sarah;Institut für Pharmakologie
24420;Lucchese G;108688;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Neurologie
24474;Stern U;76355;171;Institut für Deutsche Philologie;3;Philosophische Fakultät;Stern;Ulrike;Institut für Deutsche Philologie
24486;Schuffert L;102942;37;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinderchirurgie;1;Universitätsmedizin Greifswald;Schuffert;Louisa;Zentrum für Kinder- und Jugendmedizin
24494;Nicolai S;97517;263;Institut für Geographie und Geologie / AG Nachhaltigkeitswissenschaft und Angewandte Geographie;2;Mathematisch-Naturwissenschaftliche Fakultät;Nicolai;Susanne;Institut für Geographie und Geologie
24495;Stoll-Kleemann S;32063;263;Institut für Geographie und Geologie / AG Nachhaltigkeitswissenschaft und Angewandte Geographie;2;Mathematisch-Naturwissenschaftliche Fakultät;Stoll-Kleemann;Susanne;Institut für Geographie und Geologie
24509;Sudheer Kumar R;106024;262;Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Sudheer Kumar;Ritwick;Institut für Geographie und Geologie
24513;Lampert F;100191;276;Institut für Philosophie / LS für Philosophie mit dem Schwerpunkt Theoretische Philosophie;3;Philosophische Fakultät;Lampert;Fabio;Institut für Philosophie
24578;Gag K;80670;34;Klinik und Poliklinik für Neurologie;1;Universitätsmedizin Greifswald;Gag;Konrad;Klinik und Poliklinik für Neurologie
24585;Mayerle J;109038;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
24605;Schnoeder T;106308;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
24606;Tubío Santamaria N;105082;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;Tubio Santamaria;Nuria;Zentrum für Innere Medizin
24607;Huber N;102051;10;Zentrum für Innere Medizin / Klinik für Innere Medizin C;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
